Brand,Product_Name,Price,Polarized,Prescription,Frame_Color,Lense_Color,Eye_Size,Item ID
Emporio Armani,EA4219,264.35,No,Prescribed Sunglasses,Matte Black,Grey Polarised,,63735524
Versace,VE4361,382.5,No,Prescribed Sunglasses,Crystal,Dark Blue,,96322217
Persol,PO3315S,389.7,No,Prescribed Sunglasses,Smoke,Black Polarised Glass  ,55 Eye Size,44034787
Persol,PO3310S,415.8,No,Prescribed Sunglasses,Smoke,Black Polarised Glass  ,54 Eye Size,40133969
Persol,PO3235S,415.8,No,Prescribed Sunglasses,Miele,Blue Gradient Polarised Glass,,68529971
Persol,PO0714,406.8,No,Prescribed Sunglasses,Milky Plum,Dark Grey Glass,,88605016
Dolce & Gabbana,DG4449,382.5,No,Prescribed Sunglasses,Havana and White Barrow,Brown Gradient,,74876580
Dolce & Gabbana,DG4416,334.8,No,Prescribed Sunglasses,Black,Grey,,55670055
Dolce & Gabbana,DG4416,334.8,No,Prescribed Sunglasses,Leopard,Dark Grey,,87073305
Dolce & Gabbana,DG4416,334.8,No,Prescribed Sunglasses,Havana,Dark Brown,,78723178
Valley,Tomahawk,260.0,No,Prescribed Sunglasses,Dark Champagne with Gold Metal,Black,,86218773
Valley,Tomahawk,260.0,No,Prescribed Sunglasses,Crystal with Silver Metal,Black,,39878751
Valley,Tomahawk,260.0,No,Prescribed Sunglasses,Gloss Black with Gold Metal,Black,,17282451
Oakley,Spindrift,280.8,No,Prescribed Sunglasses,Matte Black and Crystal Blue Fade,Prizm Black Polarised,,22578126
Oakley,Holbrook XL,268.2,No,Prescribed Sunglasses,Matte Cyan and Blue Colorshift,Prizm Black Polarised,,99846151
Oakley,Thurso,258.3,No,Prescribed Sunglasses,Matte Grenache,Prizm Dark Golf,,92975538
Oakley,Frogskins Range,244.8,No,Prescribed Sunglasses,Matte Transparent Blue,Prizm Black,,61182841
Oakley,Latch,217.8,No,Prescribed Sunglasses,Matte Black,Prizm Sapphire,,90963365
Oakley,Holbrook (A),187.2,No,Prescribed Sunglasses,Matte Black and Blue Aurora,Prizm Grey,,46937700
Oakley,Holbrook (A),205.2,No,Prescribed Sunglasses,Matte Grenache,Prizm Dark Golf,,80601971
Oakley,Hstn A,217.8,No,Prescribed Sunglasses,Matte Black and Duality Swirl,Prizm Black,,18539210
Oakley,Heliostat,242.1,No,Prescribed Sunglasses,Matte Black,Prizm Sapphire Polarised,,29618788
Oakley,Radar EV Path,270.9,No,Prescribed Sunglasses,Matte Grey Ink,Prizm Trail Torch,,96030073
Oakley,Radar EV Path,252.9,No,Prescribed Sunglasses,Matte Lilac,Prizm Slate,,36413677
Oakley,Radar EV Path,333.9,No,Prescribed Sunglasses,Matte Grey Ink,Prizm Deep Water Polarised,,39775104
Oakley,Holbrook,187.2,No,Prescribed Sunglasses,Matte Black and Duality Swirl,Prizm Grey,,50650721
Oakley,Holbrook,268.2,No,Prescribed Sunglasses,Matte Crystal Black,Prizm Black Polarised,,63516614
Oakley,Holbrook,187.2,No,Prescribed Sunglasses,Matte Black and Blue Aurora,Prizm Grey,,78979244
Oakley,Holbrook,205.2,No,Prescribed Sunglasses,Matte Grenache,Prizm Dark Golf,,29125745
Oakley,Gascan,242.1,No,Prescribed Sunglasses,Matte Black and Cyan,Prizm Black Polarised,,95527613
Oakley Youth,Capacitor,133.0,No,Prescribed Sunglasses,Matte Neon Orange,Prizm Ruby,,45275520
Serengeti,Shelton,449.1,No,Prescribed Sunglasses,Shiny Dark Gunmetal,555nm Photochromic Polarised Glass,,90032079
Serengeti,Lenwood,413.1,No,Prescribed Sunglasses,Shiny Classic Havana,555nm Photochromic Polarised Glass,,13281078
Serengeti,Lenwood,413.1,No,Prescribed Sunglasses,Shiny Crystal Dark Green,Drivers Photochromic Polarised Glass,,38704751
Serengeti,Delio,413.1,No,Prescribed Sunglasses,Shiny Classic Havana,555nm Photochromic Polarised Glass,,69672671
Ray-Ban,RB3751,223.2,No,Prescribed Sunglasses,Copper,Green Silver Mirror Glass  ,61 Eye Size,67084262
Ray-Ban,RB3751,223.2,No,Prescribed Sunglasses,Copper,Green Silver Mirror Glass  ,58 Eye Size,46422811
Ray-Ban,RB3751,196.2,No,Prescribed Sunglasses,Gunmetal,Blue Glass  ,61 Eye Size,85370341
Ray-Ban,RB3751,196.2,No,Prescribed Sunglasses,Gunmetal,Blue Glass  ,58 Eye Size,27382444
Ray-Ban,RB3751,196.2,No,Prescribed Sunglasses,Gunmetal,Dark Grey Glass  ,61 Eye Size,63694583
Ray-Ban,RB3751,196.2,No,Prescribed Sunglasses,Gunmetal,Dark Grey Glass  ,58 Eye Size,40968251
Ray-Ban,RB3751,196.2,No,Prescribed Sunglasses,Black,Green Glass  ,61 Eye Size,46711874
Ray-Ban,RB3751,196.2,No,Prescribed Sunglasses,Black,Green Glass  ,58 Eye Size,83394529
Ray-Ban,RB3749,273.6,No,Prescribed Sunglasses,Havana on Gold,Green Glass Polarised  ,55 Eye Size,18380200
Ray-Ban,RB3749,219.6,No,Prescribed Sunglasses,Black,Grey Gradient Glass  ,55 Eye Size,28510318
Ray-Ban,RB3749,219.6,No,Prescribed Sunglasses,Arista,Brown Clear Gradient Glass  ,55 Eye Size,89845486
Ray-Ban,RB3749,210.6,No,Prescribed Sunglasses,Arista,Green Glass  ,55 Eye Size,28393826
Ray-Ban,RB3746,219.6,No,Prescribed Sunglasses,Black,Grey Gradient Glass  ,56 Eye Size,91165614
Ray-Ban,RB3746,219.6,No,Prescribed Sunglasses,Arista,Brown Clear Gradient Glass  ,56 Eye Size,82979253
Ray-Ban,RB3746,210.6,No,Prescribed Sunglasses,Arista,Green Glass  ,56 Eye Size,22950526
Ray-Ban,RB3713D,205.2,No,Prescribed Sunglasses,Rose Gold,Violet Gradient Glass,,36989332
Ray-Ban,RB3713D,196.2,No,Prescribed Sunglasses,Black,Dark Grey Glass,,34222754
Ray-Ban,RB3713D,233.1,No,Prescribed Sunglasses,Arista,Dark Green Glass Polarised,,82243625
Ray-Ban,Jim RB3694,219.6,No,Prescribed Sunglasses,Black on Arista,Vintage Blue Black Gradient Glass  ,55 Eye Size,39926225
Ray-Ban,Jim RB3694,219.6,No,Prescribed Sunglasses,Havana on Gunmetal,Vintage Brown Black Gradient Glass  ,55 Eye Size,96543061
Ray-Ban,RB3727D,232.2,No,Prescribed Sunglasses,Arista,Dark Green Polarised,,55056685
Ray-Ban,Hexagonal Legend RB3548,219.6,No,Prescribed Sunglasses,Arista,Green Vintage Gradient Glass  ,51 Eye Size,14612418
Ray-Ban,Hexagonal Legend RB3548,219.6,No,Prescribed Sunglasses,Black,Grey Gradient Glass  ,54 Eye Size,66720393
Valley,Dylan Kain,260.0,No,Prescribed Sunglasses,Gloss Black with 24k. Gold Metal Trim,Black,,55240386
Dolce & Gabbana,DG4446B,504.9,No,Prescribed Sunglasses,Black,Grey,,15557034
Raen,Wiley,251.96,No,Prescribed Sunglasses,Cambria,Green Polarised,,57580807
Raen,Remmy 52,251.96,No,Prescribed Sunglasses,Cambria,Green Polarised,,49064908
Raen,Remmy 49 Small,251.96,No,Prescribed Sunglasses,Cambria,Green Polarised,,14037748
Raen,Remmy 52,251.96,No,Prescribed Sunglasses,Crystal Clear,Blue Smoke Polarised,,15158865
Raen,Remmy 49 Small,251.96,No,Prescribed Sunglasses,Crystal Clear,Blue Smoke Polarised,,10514953
Ray-Ban,New Round RB3637,232.2,No,Prescribed Sunglasses,Gold,Blue Gradient Glass  ,53 Eye Size,68947362
Ray-Ban,Old Aviator RB3825,210.6,No,Prescribed Sunglasses,Rose Gold,Blue Glass  ,62 Eye Size,66950074
Ray-Ban,Old Aviator RB3825,210.6,No,Prescribed Sunglasses,Rose Gold,Blue Glass  ,58 Eye Size,63513004
Ray-Ban,Old Aviator RB3825,291.6,No,Prescribed Sunglasses,Gunmetal,Blue Gradient Polarised Glass  ,62 Eye Size,92397680
Ray-Ban,Old Aviator RB3825,291.6,No,Prescribed Sunglasses,Gunmetal,Blue Gradient Polarised Glass  ,58 Eye Size,77122394
Ray-Ban,Old Aviator RB3825,219.6,No,Prescribed Sunglasses,Silver,Blue Clear Gradient Glass  ,62 Eye Size,61023340
Ray-Ban,Old Aviator RB3825,219.6,No,Prescribed Sunglasses,Silver,Blue Clear Gradient Glass  ,58 Eye Size,12883477
Ray-Ban,Old Aviator RB3825,210.6,No,Prescribed Sunglasses,Black,Dark Grey Glass  ,62 Eye Size,69019632
Ray-Ban,Old Aviator RB3825,210.6,No,Prescribed Sunglasses,Black,Dark Grey Glass  ,58 Eye Size,78400976
Valley,Bang,260.0,No,Prescribed Sunglasses,Transparent Mocha with Rose Gold Metal Trim,Brown,,35813480
Ray-Ban,Old Aviator RB3825,273.6,No,Prescribed Sunglasses,Arista Gold,Green Polarised Glass  ,62 Eye Size,16840074
Ray-Ban,Old Aviator RB3825,273.6,No,Prescribed Sunglasses,Arista Gold,Green Polarised Glass  ,58 Eye Size,32309919
Ray-Ban,Old Aviator RB3825,219.6,No,Prescribed Sunglasses,Arista Gold,Brown Clear Gradient Glass  ,62 Eye Size,39743593
Ray-Ban,Old Aviator RB3825,219.6,No,Prescribed Sunglasses,Arista Gold,Brown Clear Gradient Glass  ,58 Eye Size,11955031
Ray-Ban,Old Aviator RB3825,210.6,No,Prescribed Sunglasses,Arista Gold,Green Glass  ,62 Eye Size,72172756
Oakley,BiSphaera,300.6,No,Prescribed Sunglasses,Matte Carbon,Prizm ,24K Mirror Polarised,61448395
Oakley,BiSphaera,282.6,No,Prescribed Sunglasses,Grey Smoke,Clear to Black Iridium Photochromic Mirror,,20379333
Oakley,BiSphaera,300.6,No,Prescribed Sunglasses,Matte Black,Prizm Deep Water Polarised,,30104488
Oakley,BiSphaera,237.6,No,Prescribed Sunglasses,Matte Black,Prizm Road,,79953344
Oakley,BiSphaera,237.6,No,Prescribed Sunglasses,Matte Carbon,Prizm Dark Golf Mirror,,21400529
Ray-Ban,Old Aviator RB3825,210.6,No,Prescribed Sunglasses,Arista Gold,Green Glass  ,58 Eye Size,47491499
Oakley,BiSphaera,237.6,No,Prescribed Sunglasses,Matte Black,Prizm Golf,,63579042
Oakley,BiSphaera,300.6,No,Prescribed Sunglasses,Matte Grey Camo,Prizm Sapphire Mirror Polarised,,44919796
Ray-Ban,Emy RB3741,195.3,No,Prescribed Sunglasses,Light Gold,Dark Grey Silver Flash Mirror  ,59 Eye Size,54630428
Ray-Ban,Emy RB3741,204.3,No,Prescribed Sunglasses,Silver,Dark Green Polarised  ,59 Eye Size,91117333
Oakley,BiSphaera,300.6,No,Prescribed Sunglasses,Matte Olive Camo,Prizm Tungsten Mirror Polarised,,17960673
Oakley,BiSphaera,237.6,No,Prescribed Sunglasses,Polished White,Prizm Ruby Mirror,,77367194
Oakley,BiSphaera,237.6,No,Prescribed Sunglasses,Steel,Prizm Mirror Black,,31899456
Oakley,Frogskins Range (A),217.8,No,Prescribed Sunglasses,Matte Clear,Prizm Violet Mirror,,76993893
Oakley,Frogskins Range (A),199.8,No,Prescribed Sunglasses,Matte Black,Prizm Grey,,70273034
Oakley,Frogskins Range,244.8,No,Prescribed Sunglasses,Matte Black and Matte Grey,Prizm Road,,35254776
Oakley,Frogskins Range,217.8,No,Prescribed Sunglasses,Matte Clear,Prizm Violet Mirror,,94689755
Oakley,Frogskins Range,217.8,No,Prescribed Sunglasses,Celeste,Prizm Black Mirror,,97070219
Oakley,Latch,280.8,No,Prescribed Sunglasses,Matte Sepia,Prizm Black Mirror Polarised,,71973283
Ray-Ban,Bain Bridge RB3735,210.6,No,Prescribed Sunglasses,Rose Gold,Blue Glass  ,57 Eye Size,61101515
Ray-Ban,Bain Bridge RB3735,219.6,No,Prescribed Sunglasses,Silver,Blue Clear Gradient Glass  ,57 Eye Size,82440417
Ray-Ban,Bain Bridge RB3735,210.6,No,Prescribed Sunglasses,Black,Dark Grey Glass  ,60 Eye Size,20753343
Ray-Ban,Bain Bridge RB3735,210.6,No,Prescribed Sunglasses,Black,Dark Grey Glass  ,57 Eye Size,89982913
Ray-Ban,Bain Bridge RB3735,273.6,No,Prescribed Sunglasses,Arista Gold,Green Polarised Glass  ,60 Eye Size,49452138
Ray-Ban,Bain Bridge RB3735,273.6,No,Prescribed Sunglasses,Arista Gold,Green Polarised Glass  ,57 Eye Size,81974362
Ray-Ban,Bain Bridge RB3735,219.6,No,Prescribed Sunglasses,Arista Gold,Brown Clear Gradient Glass  ,60 Eye Size,53461824
Ray-Ban,Bain Bridge RB3735,219.6,No,Prescribed Sunglasses,Arista Gold,Brown Clear Gradient Glass  ,57 Eye Size,43747283
Ray-Ban,Bain Bridge RB3735,210.6,No,Prescribed Sunglasses,Arista Gold,Green Glass  ,60 Eye Size,19488915
Ray-Ban,Bain Bridge RB3735,210.6,No,Prescribed Sunglasses,Arista Gold,Green Glass  ,57 Eye Size,59612289
Ray-Ban,RB3732,223.2,No,Prescribed Sunglasses,Silver,Green Silver Mirror Glass  ,59 Eye Size,67854226
Ray-Ban,RB3732,223.2,No,Prescribed Sunglasses,Silver,Green Silver Mirror Glass  ,56 Eye Size,82545390
Ray-Ban,RB3732,196.2,No,Prescribed Sunglasses,Black,Dark Grey Glass  ,59 Eye Size,95157056
Ray-Ban,RB3732,196.2,No,Prescribed Sunglasses,Black,Dark Grey Glass  ,56 Eye Size,32812458
Ray-Ban,RB3732,259.2,No,Prescribed Sunglasses,Arista Gold,Brown Polarised Glass  ,59 Eye Size,29970335
Ray-Ban,RB3732,259.2,No,Prescribed Sunglasses,Arista Gold,Brown Polarised Glass  ,56 Eye Size,45935898
Ray-Ban,RB3732,259.2,No,Prescribed Sunglasses,Arista Gold,Black Polarised Glass  ,59 Eye Size,52381428
Ray-Ban,RB3732,259.2,No,Prescribed Sunglasses,Arista Gold,Black Polarised Glass  ,56 Eye Size,87164054
Ray-Ban,RB3732,196.2,No,Prescribed Sunglasses,Arista Gold,Green Glass  ,59 Eye Size,11882487
Ray-Ban,RB3732,196.2,No,Prescribed Sunglasses,Arista Gold,Green Glass  ,56 Eye Size,50979155
Ray-Ban,Wayfarer Way RB2241,273.6,No,Prescribed Sunglasses,Striped Havana,Green Polarised Glass  ,54 Eye Size,86411538
Ray-Ban,Wayfarer Way RB2241,210.6,No,Prescribed Sunglasses,Havana,Dark Grey Glass  ,54 Eye Size,84973196
Oakley,HSTN,307.8,No,Prescribed Sunglasses,Navy and Trans Blue,Prizm ,24K Polarised,31844442
Ray-Ban,Wayfarer Way RB2241,210.6,No,Prescribed Sunglasses,Black,Green Glass  ,54 Eye Size,21196132
Oakley,HSTN,217.8,No,Prescribed Sunglasses,Matte Black Ink,Prizm Black,,12858273
Ray-Ban,Wayfarer Way RB2241,219.6,No,Prescribed Sunglasses,Grey Havana,Grey Gradient Glass  ,54 Eye Size,50584172
Oakley,HSTN,280.8,No,Prescribed Sunglasses,Black Ink,Prizm Black Polarised,,63577055
Oakley,Heliostat,242.1,No,Prescribed Sunglasses,Transparent Poseidon,Prizm Deep Water Polarised,,60689416
Oakley,Heliostat,242.1,No,Prescribed Sunglasses,Blue Steel,Prizm Sapphire Polarised,,16986652
Oakley,Castel,205.2,No,Prescribed Sunglasses,Matte Silver and Blue Colourshift,Prizm Sapphire,,91612887
Oakley,Castel,268.2,No,Prescribed Sunglasses,Blue Steel,Prizm Deep Water Polarised,,68717762
Arnette,Bigflip AN4343,142.2,No,Prescribed Sunglasses,Dark Havana,Dark Blue Polarised,,34763021
Arnette,Bigflip AN4343,115.2,No,Prescribed Sunglasses,Transparent Blue,Blue Mirror,,22276767
Oakley,Cables,161.1,No,Prescribed Sunglasses,Matte Olive Ink,Prizm Bronze,,47367292
Oakley,Cables,179.1,No,Prescribed Sunglasses,Blue Steel,Prizm Sapphire,,99750712
Oakley,Cables,161.1,No,Prescribed Sunglasses,Transparent Poseidon,Prizm Grey,,83991261
Arnette,Phoxer AN4338,99.9,No,Prescribed Sunglasses,Frosted Sage,Dark Green,,48968638
Arnette,Phoxer AN4338,126.9,No,Prescribed Sunglasses,Frosted Blue,Dark Blue Polarised,,97914656
Arnette,Phoxer AN4338,126.9,No,Prescribed Sunglasses,Matte Recycled Black,Dark Grey Polarised,,23147770
Arnette,Phoxer AN4338,99.9,No,Prescribed Sunglasses,Frosted Grey,Dark Grey,,56852515
Arnette,Thekidd AN4318,144.0,No,Prescribed Sunglasses,Ivory,Brown Gradient,,35850290
Arnette,Thekidd AN4318,144.0,No,Prescribed Sunglasses,Dark Havana,Dark Green,,58070367
Oakley,Holbrook,268.2,No,Prescribed Sunglasses,Black,Prizm Black Polarised,,45890407
Ray-Ban,RB2210,259.2,No,Prescribed Sunglasses,Havana,Brown Polarised Glass,,67278747
Oakley,Leffingwell,268.2,No,Prescribed Sunglasses,Matte Brown Tortoise,Prizm Black Polarised,,63492534
Ray-Ban,RB2210,196.2,No,Prescribed Sunglasses,Havana,Green Glass,,35996809
Oakley,Ojector,205.2,No,Prescribed Sunglasses,Matte Brown Tortoise,Prizm Black,,15035140
Ray-Ban,RB2210,259.2,No,Prescribed Sunglasses,Black,Green Polarised Glass,,53662252
Oakley,Feedback,258.3,No,Prescribed Sunglasses,Satin Gunmetal,Prizm Dark Golf,,50325151
Oakley,Feedback,240.3,No,Prescribed Sunglasses,Satin Grenache,Prizm Black Gradient,,75848765
Ray-Ban,RB2210,196.2,No,Prescribed Sunglasses,Black,Green Glass,,96166584
Oakley Youth,Capacitor,133.0,No,Prescribed Sunglasses,Polished Stonewash,Prizm Road,,27458124
Ray-Ban,RB2210,196.2,No,Prescribed Sunglasses,Transparent Brown,Blue Glass,,94730888
Ray-Ban,RB2210,205.2,No,Prescribed Sunglasses,Transparent Brown,Brown Clear Gradient Glass,,72842469
Oakley Youth,Capacitor,133.0,No,Prescribed Sunglasses,Polished Sapphire,Prizm Golf,,93033102
Oakley Youth,Capacitor,133.0,No,Prescribed Sunglasses,Polished Retina Burn,Prizm Ruby,,11751384
Oakley Youth,Capacitor,133.0,No,Prescribed Sunglasses,Polished White,Prizm Field,,38115738
Ray-Ban,RB2210,196.2,No,Prescribed Sunglasses,Transparent Green,Dark Grey Glass,,68735288
Ray-Ban,RB2206D,196.2,No,Prescribed Sunglasses,Black,Dark Grey,,66439870
Oakley Youth,Capacitor,133.0,No,Prescribed Sunglasses,Polished White,Prizm Sapphire,,82520055
Ray-Ban,RB2206D,196.2,No,Prescribed Sunglasses,Transparent Brown,Dark Brown,,20589960
Oakley Youth,Capacitor,114.0,No,Prescribed Sunglasses,Polished Black,Prizm Grey,,26410574
Ray-Ban,RB2206D,196.2,No,Prescribed Sunglasses,Transparent Grey,Dark Grey,,30222675
Ray-Ban,New Wayfarer Classic RB2132,187.2,No,Prescribed Sunglasses,New Wayfarer Classic RB2132 Rubber Havana,Dark Grey Glass  ,58 Eye Size,95728648
Ray-Ban,New Wayfarer Classic RB2132,187.2,No,Prescribed Sunglasses,Rubber Havana,Dark Grey Glass  ,55 Eye Size,11261942
Ray-Ban,New Wayfarer Classic RB2132,187.2,No,Prescribed Sunglasses,Rubber Havana,Dark Grey Glass  ,52 Eye Size,92786202
Oakley Youth,Frogskins XS,160.55,No,Prescribed Sunglasses,Dark Galaxy,Prizm Jade,,42007217
Miu Miu,MU56ZS,538.2,Yes,Prescribed Sunglasses,Gold,Light Purple Brown,,14136857
Miu Miu,01YS,509.4,Yes,Prescribed Sunglasses,Honey Havana,Dark Brown,,19737001
Prada,PRA60S,501.3,Yes,Prescribed Sunglasses,Brass,Violet,,95763337
Prada,PRA51S,592.2,Yes,Prescribed Sunglasses,Pale Gold,Brown Grey Gradient,,93259146
Prada,PRA51S,592.2,Yes,Prescribed Sunglasses,Silver,Grey Gradient,,49994252
Prada,PRA06SF,561.6,Yes,Prescribed Sunglasses,Root Tortoise,Dark Brown,,29301035
Prada,PRA06S,561.6,Yes,Prescribed Sunglasses,Root Tortoise,Dark Brown,,20283780
Prada,PRA06S,561.6,Yes,Prescribed Sunglasses,Transparent Dark Grey,Dark Grey,,89565777
Prada,PRA01S,531.9,Yes,Prescribed Sunglasses,Black,Light Brown,,26742454
Prada,PR65ZS,440.1,Yes,Prescribed Sunglasses,Pale Gold,Dark Green,,88837333
Prada,PR65ZS,440.1,Yes,Prescribed Sunglasses,Pale Gold,Light Purple Brown,,38253768
Prada,PR26ZS,561.6,Yes,Prescribed Sunglasses,Root Tortoise,Light Brown,,13619038
Prada,PR26ZS,561.6,Yes,Prescribed Sunglasses,Black,Violet,,84748587
Prada,PR26ZS,561.6,Yes,Prescribed Sunglasses,Opal Milk,Light Brown,,16464264
Prada,PR23YS,531.9,Yes,Prescribed Sunglasses,Black,Light Brown,,11596875
Prada,PR15WS,440.1,Yes,Prescribed Sunglasses,Root Black,Dark Grey,,31944388
Prada,PR09ZS,592.2,Yes,Prescribed Sunglasses,Black,Pink,,90889164
Prada,PR02ZS,603.9,Yes,Prescribed Sunglasses,Black,Green Polarised Glass,,86613400
Prada,PR02ZS,531.9,Yes,Prescribed Sunglasses,Root Tortoise,Blue Glass,,49284724
Michael Kors,Flatiron MK2185BU,253.8,Yes,Prescribed Sunglasses,Dark Tortoise,Brown Gradient  ,54 Eye Size,77471253
Michael Kors,Flatiron MK2185BU,253.8,Yes,Prescribed Sunglasses,Black,Dark Grey Gradient  ,54 Eye Size,66273664
Michael Kors,Malta MK2181U,166.5,Yes,Prescribed Sunglasses,Black,Dark Grey Gradient  ,55 Eye Size,61578064
Versace,VE4361,382.5,Yes,Prescribed Sunglasses,Nude Opal,Pink Grey Gradient Flash Silver,,56421151
Valley,Tomahawk,280.0,Yes,Prescribed Sunglasses,Gloss Black with Gold Metal,Black Polarised,,31478334
Coach,HC8391U,179.35,Yes,Prescribed Sunglasses,Caramel Tortoise,Brown,,14121557
Emporio Armani,EA4219,264.35,Yes,Prescribed Sunglasses,Matte Black,Grey Polarised,,67461577
Versace,VE4361,382.5,Yes,Prescribed Sunglasses,Crystal,Dark Blue,,99883679
Persol,PO3315S,389.7,Yes,Prescribed Sunglasses,Smoke,Black Polarised Glass  ,55 Eye Size,74320755
Persol,PO3310S,415.8,Yes,Prescribed Sunglasses,Smoke,Black Polarised Glass  ,54 Eye Size,76997565
Persol,PO3235S,415.8,Yes,Prescribed Sunglasses,Miele,Blue Gradient Polarised Glass,,33202072
Persol,PO0714,406.8,Yes,Prescribed Sunglasses,Milky Plum,Dark Grey Glass,,91919492
Dolce & Gabbana,DG4449,382.5,Yes,Prescribed Sunglasses,Havana and White Barrow,Brown Gradient,,89160903
Dolce & Gabbana,DG4416,334.8,Yes,Prescribed Sunglasses,Black,Grey,,31996605
Dolce & Gabbana,DG4416,334.8,Yes,Prescribed Sunglasses,Leopard,Dark Grey,,89223477
Dolce & Gabbana,DG4416,334.8,Yes,Prescribed Sunglasses,Havana,Dark Brown,,45715889
Valley,Tomahawk,260.0,Yes,Prescribed Sunglasses,Dark Champagne with Gold Metal,Black,,32455759
Valley,Tomahawk,260.0,Yes,Prescribed Sunglasses,Crystal with Silver Metal,Black,,17270036
Valley,Tomahawk,260.0,Yes,Prescribed Sunglasses,Gloss Black with Gold Metal,Black,,93792298
Oakley,Spindrift,280.8,Yes,Prescribed Sunglasses,Matte Black and Crystal Blue Fade,Prizm Black Polarised,,93635479
Oakley,Holbrook XL,268.2,Yes,Prescribed Sunglasses,Matte Cyan and Blue Colorshift,Prizm Black Polarised,,54410782
Oakley,Thurso,258.3,Yes,Prescribed Sunglasses,Matte Grenache,Prizm Dark Golf,,94007454
Oakley,Frogskins Range,244.8,Yes,Prescribed Sunglasses,Matte Transparent Blue,Prizm Black,,91971186
Oakley,Latch,217.8,Yes,Prescribed Sunglasses,Matte Black,Prizm Sapphire,,31536583
Oakley,Holbrook (A),187.2,Yes,Prescribed Sunglasses,Matte Black and Blue Aurora,Prizm Grey,,65985495
Oakley,Holbrook (A),205.2,Yes,Prescribed Sunglasses,Matte Grenache,Prizm Dark Golf,,23071893
Oakley,Hstn A,217.8,Yes,Prescribed Sunglasses,Matte Black and Duality Swirl,Prizm Black,,35418459
Oakley,Heliostat,242.1,Yes,Prescribed Sunglasses,Matte Black,Prizm Sapphire Polarised,,16195782
Oakley,Radar EV Path,270.9,Yes,Prescribed Sunglasses,Matte Grey Ink,Prizm Trail Torch,,81217390
Oakley,Radar EV Path,252.9,Yes,Prescribed Sunglasses,Matte Lilac,Prizm Slate,,38928031
Oakley,Radar EV Path,333.9,Yes,Prescribed Sunglasses,Matte Grey Ink,Prizm Deep Water Polarised,,53359789
Oakley,Holbrook,187.2,Yes,Prescribed Sunglasses,Matte Black and Duality Swirl,Prizm Grey,,23541283
Oakley,Holbrook,268.2,Yes,Prescribed Sunglasses,Matte Crystal Black,Prizm Black Polarised,,61535842
Oakley,Holbrook,187.2,Yes,Prescribed Sunglasses,Matte Black and Blue Aurora,Prizm Grey,,69530893
Oakley,Holbrook,205.2,Yes,Prescribed Sunglasses,Matte Grenache,Prizm Dark Golf,,41057668
Oakley,Gascan,242.1,Yes,Prescribed Sunglasses,Matte Black and Cyan,Prizm Black Polarised,,63053643
Oakley Youth,Capacitor,133.0,Yes,Prescribed Sunglasses,Matte Neon Orange,Prizm Ruby,,98145877
Serengeti,Shelton,449.1,Yes,Prescribed Sunglasses,Shiny Dark Gunmetal,555nm Photochromic Polarised Glass,,91916908
Serengeti,Lenwood,413.1,Yes,Prescribed Sunglasses,Shiny Classic Havana,555nm Photochromic Polarised Glass,,91517297
Serengeti,Lenwood,413.1,Yes,Prescribed Sunglasses,Shiny Crystal Dark Green,Drivers Photochromic Polarised Glass,,82952967
Serengeti,Delio,413.1,Yes,Prescribed Sunglasses,Shiny Classic Havana,555nm Photochromic Polarised Glass,,13582299
Ray-Ban,RB3751,223.2,Yes,Prescribed Sunglasses,Copper,Green Silver Mirror Glass  ,61 Eye Size,22822926
Ray-Ban,RB3751,223.2,Yes,Prescribed Sunglasses,Copper,Green Silver Mirror Glass  ,58 Eye Size,38146569
Ray-Ban,RB3751,196.2,Yes,Prescribed Sunglasses,Gunmetal,Blue Glass  ,61 Eye Size,96008060
Ray-Ban,RB3751,196.2,Yes,Prescribed Sunglasses,Gunmetal,Blue Glass  ,58 Eye Size,47658716
Ray-Ban,RB3751,196.2,Yes,Prescribed Sunglasses,Gunmetal,Dark Grey Glass  ,61 Eye Size,16574286
Ray-Ban,RB3751,196.2,Yes,Prescribed Sunglasses,Gunmetal,Dark Grey Glass  ,58 Eye Size,56290388
Ray-Ban,RB3751,196.2,Yes,Prescribed Sunglasses,Black,Green Glass  ,61 Eye Size,92363445
Ray-Ban,RB3751,196.2,Yes,Prescribed Sunglasses,Black,Green Glass  ,58 Eye Size,65371722
Ray-Ban,RB3749,273.6,Yes,Prescribed Sunglasses,Havana on Gold,Green Glass Polarised  ,55 Eye Size,33575172
Ray-Ban,RB3749,219.6,Yes,Prescribed Sunglasses,Black,Grey Gradient Glass  ,55 Eye Size,86279096
Ray-Ban,RB3749,219.6,Yes,Prescribed Sunglasses,Arista,Brown Clear Gradient Glass  ,55 Eye Size,33797495
Ray-Ban,RB3749,210.6,Yes,Prescribed Sunglasses,Arista,Green Glass  ,55 Eye Size,32301501
Ray-Ban,RB3746,219.6,Yes,Prescribed Sunglasses,Black,Grey Gradient Glass  ,56 Eye Size,93090153
Ray-Ban,RB3746,219.6,Yes,Prescribed Sunglasses,Arista,Brown Clear Gradient Glass  ,56 Eye Size,34399546
Ray-Ban,RB3746,210.6,Yes,Prescribed Sunglasses,Arista,Green Glass  ,56 Eye Size,88620152
Ray-Ban,RB3713D,205.2,Yes,Prescribed Sunglasses,Rose Gold,Violet Gradient Glass,,91711963
Ray-Ban,RB3713D,196.2,Yes,Prescribed Sunglasses,Black,Dark Grey Glass,,89804398
