Brand,Product_Name,Price,Polarized Glasses,Prescibed Glasses,Frame_Color,Lense_Color,Eye_Size,Item ID
Persol,PO3348V,431.1,No,Yes,Blue Havana,Clear  ,53 Eye Size,62155339
Dolce & Gabbana,DG4471,413.1,Yes,No,Transparent Violet,Lilac Isa Black Silver Mirror,53 Eye Size,56421081
Oakley,Castel,268.2,No,No,Blue Steel,Prizm Deep Water Polarised,53 Eye Size,68717762
Dolce & Gabbana,DG4416,334.8,Yes,No,Black,Grey,53 Eye Size,31996605
Ray-Ban,Bain Bridge RB3735,210.6,No,No,Rose Gold,Blue Glass  ,57 Eye Size,61101515
Oakley,Spindrift,280.8,No,No,Matte Black and Crystal Blue Fade,Prizm Black Polarised,57 Eye Size,22578126
Ray-Ban,RB2206D,196.2,No,No,Transparent Brown,Dark Brown,57 Eye Size,20589960
Emporio Armani,EA4220,221.85,Yes,No,Shiny Transparent Black,Grey Gradient,57 Eye Size,56973367
Raen,Wiley,251.96,No,No,Cambria,Green Polarised,57 Eye Size,57580807
Ray-Ban,RX7159,214.2,No,Yes,Havana,Clear,57 Eye Size,42147870
Valley,Orb,260,Yes,No,Gloss Bronze Japanese Titanium,Black,57 Eye Size,24707774
Isabel Marant,IM 0185/G/S,414,No,No,Havana,Grey,57 Eye Size,50406173
Burberry,BE2393D,270,No,Yes,Black,Clear,57 Eye Size,51260237
Oakley,Heliostat,242.1,Yes,No,Matte Black,Prizm Sapphire Polarised,57 Eye Size,16195782
Arnette,Thekidd AN4318,144,No,No,Ivory,Brown Gradient,57 Eye Size,35850290
Oakley,Frogskins Range (A),217.8,No,No,Matte Clear,Prizm Violet Mirror,57 Eye Size,76993893
Prada,PR65YV,409.5,No,Yes,Black and Gold,Clear,57 Eye Size,46820423
Arnette,Phoxer AN4338,126.9,No,No,Frosted Blue,Dark Blue Polarised,57 Eye Size,97914656
Prada,PR09ZS,592.2,Yes,No,Black,Pink,57 Eye Size,90889164
Versace,VE1280,286.2,No,Yes,Pale Gold,Clear,57 Eye Size,22893335
Dolce & Gabbana,DG4449,382.5,No,No,Havana and White Barrow,Brown Gradient,57 Eye Size,74876580
Ray-Ban,Erika RX7046,169.2,No,Yes,Transparent,Clear,57 Eye Size,49133136
Ray-Ban,Hexagonal Legend RB3548,219.6,Yes,No,Arista,Green Vintage Gradient Glass  ,51 Eye Size,32033450
Boss,1724/S,360,No,No,Black,Grey,51 Eye Size,12769176
Ray-Ban,Emy RB3741,195.3,No,No,Light Gold,Dark Grey Silver Flash Mirror  ,59 Eye Size,54630428
Ray-Ban,RB3751,196.2,Yes,No,Black,Green Glass  ,58 Eye Size,65371722
Ray-Ban,RB3749,273.6,Yes,No,Havana on Gold,Green Glass Polarised  ,55 Eye Size,33575172
Ray-Ban,Emy RX6541,169.2,No,Yes,Copper,Clear  ,58 Eye Size,79441518
Oakley,Frogskins Range,244.8,Yes,No,Matte Transparent Blue,Prizm Black,58 Eye Size,91971186
Ray-Ban,RB3746,219.6,No,No,Arista,Brown Clear Gradient Glass  ,56 Eye Size,82979253
Michael Kors,Keswick MK1156,253.8,Yes,No,Shiny Gold,Olive Green,56 Eye Size,12764695
Versace,VE2264,535.5,Yes,No,Silver,Dark Grey,56 Eye Size,70834576
Oakley,BiSphaera,300.6,No,No,Matte Olive Camo,Prizm Tungsten Mirror Polarised,56 Eye Size,17960673
Prada,PR26ZS,561.6,No,No,Root Tortoise,Light Brown,56 Eye Size,77061131
Boss,1739/F/SK,360,No,No,Brown,Grey,56 Eye Size,19415501
Ray-Ban,RB3732,196.2,No,No,Arista Gold,Green Glass  ,59 Eye Size,11882487
Miu Miu,11WS,509.4,No,No,Mahogany Havana,Grey,59 Eye Size,50797433
Coach,HC7165D,179.35,Yes,No,Shiny Light Gold and Brown,Brown and Peach Gradient,59 Eye Size,51525412
Emporio Armani,EA4219,221.85,Yes,No,Matte Black,Grey Mirror Black,59 Eye Size,12367608
Coach,HC8395F,201.45,Yes,No,Black,Grey Gradient,59 Eye Size,15490549
Oakley,Thurso,258.3,Yes,No,Matte Grenache,Prizm Dark Golf,59 Eye Size,94007454
Serengeti,Lenwood,413.1,No,No,Shiny Crystal Dark Green,Drivers Photochromic Polarised Glass,59 Eye Size,38704751
Ray-Ban,New Round RB3637,232.2,No,No,Gold,Blue Gradient Glass  ,53 Eye Size,68947362
Emporio Armani,EA4226D,192.1,Yes,No,Shiny Black,Dark Grey,53 Eye Size,62892319
Ray-Ban,Bain Bridge RB3735,210.6,No,No,Black,Dark Grey Glass  ,57 Eye Size,89982913
Raen,Remmy 49 Small,251.96,Yes,No,Crystal Clear,Blue Smoke Polarised,57 Eye Size,62833490
Oakley,Metalink OX8153,237.6,No,Yes,Balsam,Clear  ,55 Eye Size,29805237
Prada,PR65ZS,440.1,No,No,Pale Gold,Light Purple Brown,55 Eye Size,88077360
Ray-Ban,Aviator RX6489,201.6,No,Yes,Gold,Clear  ,55 Eye Size,95197759
Emporio Armani,EA4223U,206.55,Yes,No,Matte Black,Dark Grey,55 Eye Size,40978300
Oakley,Frogskins Range (A),199.8,No,No,Matte Black,Prizm Grey,55 Eye Size,70273034
Prada,PRA06SF,561.6,No,No,Transparent Military,Dark Grey,55 Eye Size,37901527
Versace,VE3304,272.7,No,Yes,Black,Clear,55 Eye Size,64225239
Oakley,Nxtlvl OX8028,225.9,No,Yes,Polished Clear,Clear,55 Eye Size,46324729
Dolce & Gabbana,DG4449,382.5,Yes,No,Havana and White Barrow,Brown Gradient,55 Eye Size,89160903
Ray-Ban,RB3713D,205.2,No,No,Rose Gold,Violet Gradient Glass,55 Eye Size,36989332
Dolce & Gabbana,DG4416,334.8,No,No,Leopard,Dark Grey,55 Eye Size,87073305
Oakley,Holbrook XL,268.2,Yes,No,Matte Cyan and Blue Colorshift,Prizm Black Polarised,55 Eye Size,54410782
Coach,HC8368D,170.85,Yes,No,Transparent Brown,Brown Gradient,55 Eye Size,97064051
Michael Kors,Flatiron MK2185BU,253.8,No,No,Black,Dark Grey Gradient  ,54 Eye Size,30682994
Prada,PRA06SF,561.6,No,No,Root Tortoise,Dark Brown,54 Eye Size,60556278
Prada,PRA60S,501.3,Yes,No,Brass,Violet,54 Eye Size,95763337
Ray-Ban,Bain Bridge RB3735,219.6,No,No,Arista Gold,Brown Clear Gradient Glass  ,60 Eye Size,53461824
Ray-Ban,Old Aviator RB3825,219.6,No,No,Arista Gold,Brown Clear Gradient Glass  ,62 Eye Size,39743593
Oakley,Gascan,242.1,Yes,No,Matte Black and Cyan,Prizm Black Polarised,62 Eye Size,63053643
Valley,Tomahawk,280,Yes,No,Gloss Black with Gold Metal,Black Polarised,62 Eye Size,31478334
Ray-Ban,Round Metal RX3447V,201.6,No,Yes,Havana on Gold,Clear  ,53 Eye Size,12036954
Tiffany & Co.,TF2232U,460.8,No,Yes,Havana,Clear  ,53 Eye Size,84647244
Ray-Ban,RX7228,181.8,No,Yes,Matte Black,Clear  ,53 Eye Size,70850223
Ray-Ban,RB2210,196.2,No,No,Transparent Brown,Blue Glass,53 Eye Size,94730888
Michael Kors,Nice MK2213,219.6,Yes,No,Dark Tortoise,Brown Gradient,53 Eye Size,86146167
Oakley,Heliostat,242.1,No,No,Blue Steel,Prizm Sapphire Polarised,53 Eye Size,16986652
Ray-Ban,Leonard RX5393,201.6,No,Yes,Striped Beige,Clear  ,51 Eye Size,14901392
Oakley,Latch,217.8,Yes,No,Matte Black,Prizm Sapphire,51 Eye Size,31536583
Ray-Ban,RX7228,181.8,No,Yes,Black,Clear  ,53 Eye Size,20764733
Michael Kors,Malta MK2181U,166.5,No,No,Black,Dark Grey Gradient  ,55 Eye Size,21115668
Burberry,BE1386,355.5,No,Yes,Light Gold,Clear  ,55 Eye Size,52115749
Ray-Ban,RB3751,223.2,Yes,No,Copper,Green Silver Mirror Glass  ,58 Eye Size,38146569
Ray-Ban,RB3727D,232.2,No,No,Arista,Dark Green Polarised,58 Eye Size,55056685
Miu Miu,11WS,509.4,No,No,Honey Havana,Light Green,58 Eye Size,41741775
Prada,PR26ZS,561.6,No,No,Black,Violet,58 Eye Size,63406800
Ray-Ban,Frank RX3857V,201.6,No,Yes,Rose Gold,Clear,58 Eye Size,43494544
Oakley,BiSphaera,300.6,No,No,Matte Black,Prizm Deep Water Polarised,58 Eye Size,30104488
Miu Miu,MU54ZS,538.2,No,No,Pale Gold,Dark Grey,58 Eye Size,34546638
Prada Linea Rossa,PS03PV,324.9,No,Yes,Matte Black,Clear,58 Eye Size,22081599
Ray-Ban,Erika RX7046,169.2,No,Yes,Transparent Grey,Clear,58 Eye Size,97428978
Oakley,Holbrook,205.2,Yes,No,Matte Grenache,Prizm Dark Golf,58 Eye Size,41057668
Serengeti,Delio,413.1,Yes,No,Shiny Classic Havana,555nm Photochromic Polarised Glass,58 Eye Size,13582299
Persol,PO0714,406.8,No,No,Milky Plum,Dark Grey Glass,58 Eye Size,88605016
Ray-Ban,Bain Bridge RB3735,210.6,No,No,Black,Dark Grey Glass  ,60 Eye Size,20753343
Boss,1540/F/SK,319.5,No,No,Black Beige,Grey,60 Eye Size,50523635
Prada,PR15WS,440.1,Yes,No,Root Black,Dark Grey,60 Eye Size,31944388
GUCCI,GG1732SK,700,No,No,Havana,Brown,60 Eye Size,62434144
Oakley,Holbrook,268.2,No,No,Matte Crystal Black,Prizm Black Polarised,60 Eye Size,63516614
Versace,VE1284,329.4,No,Yes,Light Gold,Clear,60 Eye Size,25874334
Oakley,Holbrook (A),205.2,No,No,Matte Grenache,Prizm Dark Golf,60 Eye Size,80601971
Miu Miu,MU07YS,509.4,No,No,Honey Havana,Dark Brown,60 Eye Size,89865570
Persol,PO0649,389.7,Yes,No,Black,Blue Gradient Polarised Glass  ,54 Eye Size,43760885
Boss,1717/S,360,No,No,Black Striped White,Grey Gradient,54 Eye Size,52337293
Valley,Lafayette,260,Yes,No,Maple Tort with Gold Metal,Brown Gradient,54 Eye Size,90240892
Boss,1739/F/SK,360,No,No,Black,Grey,54 Eye Size,86770315
Versace,VE3339U,358.2,No,Yes,Black,Clear,54 Eye Size,72456881
Michael Kors,Nice MK2213,219.6,Yes,No,Amber Graphic Tortoise,Light Brown Gradient,54 Eye Size,80747507
Burberry,BE2405U,496.8,No,Yes,Bordeaux,Clear  ,51 Eye Size,17330398
Oakley,Heliostat,242.1,No,No,Matte Black,Prizm Sapphire Polarised,51 Eye Size,29618788
Oakley Youth,Capacitor,133,No,No,Matte Neon Orange,Prizm Ruby,51 Eye Size,45275520
Coach,HC8392U,215.9,Yes,No,Caramel Tortoise,Brown Gradient,51 Eye Size,80869494
Michael Kors,Bel Air MK2209U,166.5,Yes,No,Brown Transparent,Brown Mirror,51 Eye Size,62519067
Dolce & Gabbana,DG4446B,504.9,No,No,Black,Grey,51 Eye Size,15557034
Ray-Ban,RB3713D,205.2,Yes,No,Rose Gold,Violet Gradient Glass,51 Eye Size,91711963
Oakley,Latch,280.8,No,No,Matte Sepia,Prizm Black Mirror Polarised,51 Eye Size,71973283
Isabel Marant,IM 0185/G/S,414,No,No,Green,Green,51 Eye Size,55703542
Prada Linea Rossa,PS50PV,310.5,No,Yes,Grey Rubber,Clear,51 Eye Size,91943889
Valley,Lafayette,260,Yes,No,Gloss Black with Gold Metal,Black Gradient,51 Eye Size,87255387
Tiffany & Co.,TF2232U,460.8,No,Yes,Fired Brick,Clear  ,53 Eye Size,38931642
Oakley,HSTN,280.8,No,No,Black Ink,Prizm Black Polarised,53 Eye Size,63577055
Versace,VE3314,300.6,No,Yes,Black,Clear,53 Eye Size,87783305
Ray-Ban,Elliot RX5397,201.6,No,Yes,Grey Havana,Clear  ,50 Eye Size,15786791
Prada,PRA51S,592.2,No,No,Pale Gold,Brown Grey Gradient,50 Eye Size,29092534
Burberry,BE2409,355.5,No,Yes,Green Havana,Clear  ,53 Eye Size,27705233
Versace,VE3339U,358.2,No,Yes,Havana,Clear,53 Eye Size,76512214
Raen,Remmy 52,251.96,Yes,No,Crystal Clear,Blue Smoke Polarised,53 Eye Size,10369212
Prada,PRA50S,592.2,No,No,Gold,Dark Brown,53 Eye Size,95592804
Prada,PR19WV,352.8,No,Yes,Crystal Geranium,Clear,53 Eye Size,30029843
GUCCI,GG1664S,700,No,No,Black,Grey,53 Eye Size,76781640
Raen,Remmy 49 Small,251.96,No,No,Cambria,Green Polarised,53 Eye Size,14037748
Valley,Tomahawk,260,Yes,No,Crystal with Silver Metal,Black,53 Eye Size,17270036
Tiffany & Co.,TF2234B,490.5,No,Yes,Crystal,Clear  ,52 Eye Size,20448151
Miu Miu,MU56ZS,538.2,Yes,No,Gold,Light Purple Brown,52 Eye Size,14136857
Ray-Ban,RB3732,196.2,No,No,Black,Dark Grey Glass  ,56 Eye Size,32812458
Michael Kors,San Lucas MK2214U,219.6,Yes,No,Dark Tortoise,Brown Gradient,56 Eye Size,61866836
Arnette,Phoxer AN4338,126.9,No,No,Matte Recycled Black,Dark Grey Polarised,56 Eye Size,23147770
Raen,Remmy 52,251.96,No,No,Crystal Clear,Blue Smoke Polarised,56 Eye Size,15158865
Burberry,BE2408U,440.1,No,Yes,Dark Havana,Clear  ,53 Eye Size,34745474
Oakley,Hstn A,217.8,Yes,No,Matte Black and Duality Swirl,Prizm Black,53 Eye Size,35418459
Oakley,Heliostat,242.1,No,No,Transparent Poseidon,Prizm Deep Water Polarised,53 Eye Size,60689416
Burberry,BE2409,355.5,No,Yes,Dark Havana,Clear  ,53 Eye Size,23192991
Prada,PRA06S,561.6,No,No,Root Tortoise,Dark Brown,53 Eye Size,82472611
Isabel Marant,IM 0184/S,414,No,No,Havana,Grey,53 Eye Size,13934593
Oakley,Radar EV Path,333.9,Yes,No,Matte Grey Ink,Prizm Deep Water Polarised,53 Eye Size,53359789
Versace,VE3362U,340.2,No,Yes,Havana,Clear  ,53 Eye Size,46789405
Versace,VE3362U,340.2,No,Yes,Bordeux,Clear  ,53 Eye Size,59799021
Burberry,BE1381,326.7,No,Yes,Rose Gold,Clear  ,54 Eye Size,60337956
GUCCI,GG1703S,855,No,No,Gold,Brown,54 Eye Size,51816498
Raen,Wiley,251.96,Yes,No,Cambria,Green Polarised,54 Eye Size,96281158
Ray-Ban,Old Aviator RB3825,210.6,No,No,Arista Gold,Green Glass  ,58 Eye Size,47491499
Prada,PR09ZS,592.2,No,No,Black,Pink,58 Eye Size,48925745
Prada,PRA17S,664.2,No,No,Classic Tortoise,Green Polarised Glass  ,54 Eye Size,95267394
Miu Miu,01YS,509.4,No,No,Honey Havana,Dark Brown,54 Eye Size,98427031
Oakley,Radar EV Path,270.9,No,No,Matte Grey Ink,Prizm Trail Torch,54 Eye Size,96030073
Ray-Ban,RB3751,196.2,No,No,Gunmetal,Blue Glass  ,61 Eye Size,85370341
Raen,Remmy 52,251.96,No,No,Cambria,Green Polarised,61 Eye Size,49064908
Oakley,Overhead OX8060,161.1,No,Yes,Transparent Blue,Clear,61 Eye Size,70638511
Valley,Ritual,260,Yes,No,Smoky Quartz Fade with Gold Metal,Black Gradient,61 Eye Size,18474504
Ray-Ban,Old Aviator RB3825,273.6,No,No,Arista Gold,Green Polarised Glass  ,58 Eye Size,32309919
Michael Kors,CATALONIA MK1144B,253.8,Yes,No,Shiny Light Gold,Brown Gradient,58 Eye Size,24685823
Ray-Ban,Hexagonal Legend RB3548,219.6,No,No,Black,Grey Gradient Glass  ,54 Eye Size,66720393
Burberry,BE2406U,383.4,No,Yes,Green,Clear  ,52 Eye Size,44579874
Persol,PO3348V,431.1,No,Yes,Havana,Clear  ,53 Eye Size,98954965
Ray-Ban,Rob RX6472,201.6,No,Yes,Copper,Clear  ,50 Eye Size,34064314
Michael Kors,Karlie MK2170U,228.6,Yes,No,Black,Grey Gradient Polarised,50 Eye Size,65081276
Ray-Ban,Aviator RX6489,201.6,No,Yes,Rose Gold,Clear  ,55 Eye Size,70192073
Coach,HC8393U,215.9,Yes,No,Black,Grey Gradient,55 Eye Size,81101470
Prada,PR59ZV,494.1,No,Yes,Pale Gold,Clear,55 Eye Size,32354806
Michael Kors,Empire Square 3 MK3065J,225,No,Yes,Rose Gold and Pink Tortoise,Clear,55 Eye Size,33655554
Prada Linea Rossa,PSA50S,450.9,No,No,Silver,Grey Silver Mirror Gradient,55 Eye Size,51441366
Persol,PO3351V,346.5,No,Yes,Havana,Clear  ,52 Eye Size,53428882
Versace,VE4361,382.5,No,No,Nude Opal,Pink Grey Gradient Flash Silver,52 Eye Size,80045631
Tiffany & Co.,TF2232U,460.8,No,Yes,Black,Clear  ,53 Eye Size,62728231
Ray-Ban,Leonard RX5393,201.6,No,Yes,Black,Clear  ,51 Eye Size,83047441
Ray-Ban,RB2210,196.2,No,No,Black,Green Glass,51 Eye Size,96166584
Arnette,Bigflip AN4343,115.2,No,No,Transparent Blue,Blue Mirror,51 Eye Size,22276767
Michael Kors,Nice MK2213,255.6,Yes,No,Plum Graphic Tortoise,Cordovan Gradient,51 Eye Size,44395995
Versace,VE4361,382.5,Yes,No,Nude Opal,Pink Grey Gradient Flash Silver,51 Eye Size,56421151
Dolce & Gabbana,DG4416,334.8,Yes,No,Leopard,Dark Grey,51 Eye Size,89223477
Ray-Ban,New Clubmaster RX7216,214.2,No,Yes,Havana on Gold,Clear,51 Eye Size,51159689
Miu Miu,01YS,509.4,No,No,Honey Havana,Dark Brown,51 Eye Size,84821192
Ray-Ban,RB3746,219.6,Yes,No,Arista,Brown Clear Gradient Glass  ,56 Eye Size,34399546
Versace,VE3303,272.7,No,Yes,Transparent Grey,Clear,56 Eye Size,37945631
Ray-Ban,New Wayfarer RX5184,214.2,No,Yes,Black,Clear,56 Eye Size,86891916
Ray-Ban,Old Aviator RB3825,219.6,No,No,Arista Gold,Brown Clear Gradient Glass  ,58 Eye Size,11955031
Michael Kors,Flatiron MK2185BU,253.8,Yes,No,Black,Dark Grey Gradient  ,54 Eye Size,66273664
Ray-Ban,RB3751,196.2,No,No,Gunmetal,Dark Grey Glass  ,61 Eye Size,63694583
Ray-Ban,Old Aviator RB3825,273.6,No,No,Arista Gold,Green Polarised Glass  ,62 Eye Size,16840074
Ray-Ban,RB3749,219.6,No,No,Arista,Brown Clear Gradient Glass  ,55 Eye Size,89845486
Tiffany & Co.,TF2234B,490.5,No,Yes,Havana,Clear  ,54 Eye Size,93829631
Emporio Armani,EA4033,249.05,Yes,No,Matte Grey,Blue Gradient Polarised,54 Eye Size,74593037
Michael Kors,San Lucas MK2214U,219.6,Yes,No,Black,Dark Grey Gradient,54 Eye Size,73263379
Ray-Ban,Zena RX7330,169.2,No,Yes,Algae Green,Clear  ,52 Eye Size,94587352
Valley,Dylan Kain,260,Yes,No,Gloss Black with 24k. Gold Metal Trim,Black,52 Eye Size,11896870
Coach,HC8392U,215.9,Yes,No,Transparent Dusty Rose,Brown Pink Gradient,52 Eye Size,77334391
Ray-Ban,Round Metal RX3447V,201.6,No,Yes,Black on Rose Gold,Clear  ,50 Eye Size,46279798
GUCCI,GG1680S,555,No,No,Havana,Brown,50 Eye Size,87350913
Versace,VE3338,358.2,No,Yes,Transparent Violet,Clear,50 Eye Size,37624787
Ray-Ban,Emy RX6541,169.2,No,Yes,Gold,Clear  ,58 Eye Size,13614839
Michael Kors,Asheville MK2210U,166.5,Yes,No,Brown Transparent,Brown Mirror,58 Eye Size,86403146
Valley,Ritual,260,Yes,No,Sienna Tort with Gold Metal,Brown Gradient,58 Eye Size,28867392
Ray-Ban,RB4435,259.2,Yes,No,Black,Green Polarised Glass  ,59 Eye Size,54813194
Burberry,BE2408U,440.1,No,Yes,Grey,Clear  ,53 Eye Size,98745066
Oakley,Feedback,240.3,No,No,Satin Grenache,Prizm Black Gradient,53 Eye Size,75848765
Coach,HC8391U,179.35,Yes,No,Milky Cloud,Brown Gradient,53 Eye Size,53439520
Versace,VE3313,286.2,No,Yes,Havana,Clear,53 Eye Size,27993415
Prada Linea Rossa,PS06PV,324.9,No,Yes,Crystal Blue,Clear,53 Eye Size,73065601
Ray-Ban,Round Metal RX3447V,201.6,No,Yes,Gold,Clear  ,53 Eye Size,41320763
Versace,VE1284,329.4,No,Yes,Light Gold Havana,Clear,53 Eye Size,22866092
Prada Linea Rossa,PS04NV,268.2,No,Yes,Grey Transparent Rubber,Clear,53 Eye Size,95218622
Oakley,Holbrook,187.2,No,No,Matte Black and Blue Aurora,Prizm Grey,53 Eye Size,78979244
Boss,1724/S,360,No,No,Black Gold,Dark Grey Gradient,53 Eye Size,34564031
Valley,Tomahawk,260,Yes,No,Dark Champagne with Gold Metal,Black,53 Eye Size,32455759
Ray-Ban,RB3751,196.2,Yes,No,Gunmetal,Blue Glass  ,58 Eye Size,47658716
Emporio Armani,EA4223U,206.55,Yes,No,Matte Blue,Dark Blue,58 Eye Size,40657234
Emporio Armani,EA4226D,192.1,Yes,No,Shiny Blue,Dark Blue,58 Eye Size,11733670
Ray-Ban,Old Aviator RB3825,291.6,No,No,Gunmetal,Blue Gradient Polarised Glass  ,58 Eye Size,77122394
Miu Miu,05VV,438.3,No,Yes,Black,Clear  ,55 Eye Size,63817703
Prada,PRA08V,494.1,No,Yes,Matte Black,Clear  ,54 Eye Size,96224516
Michael Kors,Malta MK2181U,166.5,Yes,No,Black,Dark Grey Gradient  ,55 Eye Size,61578064
Burberry,BE1381,326.7,No,Yes,Lilac,Clear  ,54 Eye Size,13228405
Ray-Ban,Erika RX7046,142.2,No,Yes,Havana,Clear,54 Eye Size,54385880
Miu Miu,MU56ZS,538.2,No,No,Gold,Light Purple Brown,54 Eye Size,29471047
Michael Kors,Georgetown MK4105BU,225,No,Yes,Transparent Clear,Clear  ,52 Eye Size,43338379
Prada,PR26ZS,561.6,Yes,No,Root Tortoise,Light Brown,52 Eye Size,13619038
Ray-Ban,RB3751,196.2,Yes,No,Gunmetal,Dark Grey Glass  ,58 Eye Size,56290388
Persol,PO3310S,415.8,Yes,No,Smoke,Black Polarised Glass  ,54 Eye Size,76997565
Ray-Ban,Emy RX6541,169.2,No,Yes,Black,Clear  ,58 Eye Size,28282842
Ray-Ban,Aviator RX6489,201.6,No,Yes,Gunmetal,Clear  ,55 Eye Size,45958573
Oakley,Metalink OX8153,237.6,No,Yes,Satin Black and Green,Clear  ,55 Eye Size,12720953
Ray-Ban,Jim RB3694,219.6,Yes,No,Black on Arista,Vintage Blue Black Gradient Glass  ,55 Eye Size,24351487
Oakley,Radar EV Path,252.9,No,No,Matte Lilac,Prizm Slate,55 Eye Size,36413677
Burberry,BE2406U,383.4,No,Yes,Red Check,Clear  ,52 Eye Size,28205238
Ray-Ban,Emy RX6541,169.2,No,Yes,Silver,Clear  ,58 Eye Size,92513050
Ray-Ban,Wayfarer Way RB2241,210.6,No,No,Havana,Dark Grey Glass  ,54 Eye Size,84973196
Dolce & Gabbana,DG4416,334.8,No,No,Black,Grey,54 Eye Size,55670055
Coach,HC8392U,215.9,Yes,No,Black,Grey Gradient,54 Eye Size,43136217
Ray-Ban,RB3732,196.2,No,No,Arista Gold,Green Glass  ,56 Eye Size,50979155
Serengeti,Shelton,449.1,Yes,No,Shiny Dark Gunmetal,555nm Photochromic Polarised Glass,56 Eye Size,91916908
Ray-Ban,RB2210,196.2,No,No,Transparent Green,Dark Grey Glass,56 Eye Size,68735288
Persol,PO3351V,346.5,No,Yes,Miele,Clear  ,52 Eye Size,39210843
Prada,PRA09S,592.2,No,No,Cognac Tortoise,Brown Gradient,52 Eye Size,38892125
Oakley Youth,Capacitor,133,No,No,Polished Sapphire,Prizm Golf,52 Eye Size,93033102
Valley,Orb,260,Yes,No,Matte Silver Japanese Titanium,Black,52 Eye Size,47499363
Burberry,BE2405U,496.8,No,Yes,Dark Havana,Clear  ,51 Eye Size,25376754
Valley,Ritual,260,Yes,No,Gloss Black with Silver Metal,Orange Gradient,51 Eye Size,84946058
Ray-Ban,RB3749,210.6,Yes,No,Arista,Green Glass  ,55 Eye Size,32301501
Ray-Ban,Rob RX6472,201.6,No,Yes,Gold,Clear  ,50 Eye Size,94138458
Prada,PRA01V,352.8,No,Yes,Black,Clear  ,55 Eye Size,16755751
Ray-Ban,RB3751,196.2,No,No,Gunmetal,Blue Glass  ,58 Eye Size,27382444
Michael Kors,Sanya MK1157D,173.7,Yes,No,Shiny Light Gold,Grey,58 Eye Size,42922551
Valley,Tomahawk,260,No,No,Dark Champagne with Gold Metal,Black,58 Eye Size,86218773
Ray-Ban,RB3746,210.6,Yes,No,Arista,Green Glass  ,56 Eye Size,88620152
Prada,PR09YV,438.3,No,Yes,Tortoise,Clear,56 Eye Size,48376464
Oakley,Holbrook,187.2,Yes,No,Matte Black and Blue Aurora,Prizm Grey,56 Eye Size,69530893
GUCCI,GG1719S,495,No,No,Black,Grey,56 Eye Size,15304140
Oakley Youth,Capacitor,133,Yes,No,Matte Neon Orange,Prizm Ruby,56 Eye Size,98145877
Ray-Ban,Aviator RX6489,201.6,No,Yes,Black,Clear  ,55 Eye Size,17449683
Oakley,Latch,217.8,No,No,Matte Black,Prizm Sapphire,55 Eye Size,90963365
Oakley,HSTN,217.8,No,No,Matte Black Ink,Prizm Black,55 Eye Size,12858273
Oakley,Port Bow OX8164,174.6,No,Yes,Polished Transparent Sepia,Clear  ,55 Eye Size,67864442
Ray-Ban,Emy RB3741,204.3,No,No,Silver,Dark Green Polarised  ,59 Eye Size,91117333
Burberry,BE1386,355.5,No,Yes,Silver,Clear  ,55 Eye Size,17477648
Oakley,Cables,161.1,No,No,Matte Olive Ink,Prizm Bronze,55 Eye Size,47367292
Prada Linea Rossa,PS03PV,324.9,No,Yes,Black and Yellow,Clear,55 Eye Size,43049481
Valley,Tomahawk,260,No,No,Gloss Black with Gold Metal,Black,55 Eye Size,17282451
Persol,PO3235S,415.8,No,No,Miele,Blue Gradient Polarised Glass,55 Eye Size,68529971
Michael Kors,San Lucas MK2214U,219.6,Yes,No,Plum Graphic Tortoise,Cordovan Gradient,55 Eye Size,28892415
Prada,PR56ZV,409.5,No,Yes,Pink Gold,Clear,55 Eye Size,62222922
Tiffany & Co.,TF2232U,460.8,No,Yes,Cloud Pink,Clear  ,55 Eye Size,29384464
Ray-Ban,RB3749,219.6,Yes,No,Black,Grey Gradient Glass  ,55 Eye Size,86279096
Prada,PR01ZVD,352.8,No,Yes,Smoke Crystal Silver,Clear,55 Eye Size,36424893
Prada Linea Rossa,PS06PV,324.9,No,Yes,Black,Clear,55 Eye Size,25839479
Coach,HC8395F,201.45,Yes,No,Amethyst Pink Gradient,Purple Gradient,55 Eye Size,68796712
Ray-Ban,New Clubmaster RX7216,214.2,No,Yes,Blue on Gunmetal,Clear,55 Eye Size,77541021
Ray-Ban,New Wayfarer Classic RB2132,187.2,No,No,Rubber Havana,Dark Grey Glass  ,55 Eye Size,11261942
Oakley,Overhead OX8060,161.1,No,Yes,Matte Olive Ink,Clear,55 Eye Size,47996211
Ray-Ban,Jim RB3694,219.6,No,No,Havana on Gunmetal,Vintage Brown Black Gradient Glass  ,55 Eye Size,96543061
Ray-Ban,Jim RB3694,219.6,No,No,Black on Arista,Vintage Blue Black Gradient Glass  ,55 Eye Size,39926225
Ray-Ban,RX7228,181.8,No,Yes,Havana,Clear  ,53 Eye Size,91759844
Ray-Ban,RB3713D,196.2,No,No,Black,Dark Grey Glass,53 Eye Size,34222754
Prada,PRA09S,592.2,No,No,Root Tortoise,Grey,53 Eye Size,41905800
Oakley Youth,Capacitor,133,No,No,Polished Stonewash,Prizm Road,53 Eye Size,27458124
Ray-Ban,RB3713D,196.2,Yes,No,Black,Dark Grey Glass,53 Eye Size,89804398
Michael Kors,Flatiron MK2185BU,253.8,Yes,No,Dark Tortoise,Brown Gradient  ,54 Eye Size,77471253
