Brand,Product_Name,Price,Polarized Glasses,Prescibed Glasses,Frame_Color,Lense_Color,Eye_Size,Item ID
Oakley,Thurso,258.3,Yes,No,Matte Grenache,Prizm Dark Golf,59,94007454
Serengeti,Lenwood,413.1,No,No,Shiny Crystal Dark Green,Drivers Photochromic Polarised Glass,59,38704751
Ray-Ban,New Round RB3637,232.2,No,No,Gold,Blue Gradient Glass  ,53,68947362
Emporio Armani,EA4226D,192.1,Yes,No,Shiny Black,Dark Grey,53,62892319
Ray-Ban,Bain Bridge RB3735,210.6,No,No,Black,Dark Grey Glass  ,57,89982913
Raen,Remmy 49 Small,251.96,Yes,No,Crystal Clear,Blue Smoke Polarised,57,62833490
Oakley,Metalink OX8153,237.6,No,Yes,Balsam,Clear  ,55,29805237
Prada,PR65ZS,440.1,No,No,Pale Gold,Light Purple Brown,55,88077360
Ray-Ban,Aviator RX6489,201.6,No,Yes,Gold,Clear  ,55,95197759
Emporio Armani,EA4223U,206.55,Yes,No,Matte Black,Dark Grey,55,40978300
Oakley,Frogskins Range (A),199.8,No,No,Matte Black,Prizm Grey,55,70273034
Prada,PRA06SF,561.6,No,No,Transparent Military,Dark Grey,55,37901527
Versace,VE3304,272.7,No,Yes,Black,Clear,55,64225239
Oakley,Nxtlvl OX8028,225.9,No,Yes,Polished Clear,Clear,55,46324729
Dolce & Gabbana,DG4449,382.5,Yes,No,Havana and White Barrow,Brown Gradient,55,89160903
Ray-Ban,RB3713D,205.2,No,No,Rose Gold,Violet Gradient Glass,55,36989332
Dolce & Gabbana,DG4416,334.8,No,No,Leopard,Dark Grey,55,87073305
Oakley,Holbrook XL,268.2,Yes,No,Matte Cyan and Blue Colorshift,Prizm Black Polarised,55,54410782
Coach,HC8368D,170.85,Yes,No,Transparent Brown,Brown Gradient,55,97064051
Michael Kors,Flatiron MK2185BU,253.8,No,No,Black,Dark Grey Gradient  ,54,30682994
Prada,PRA06SF,561.6,No,No,Root Tortoise,Dark Brown,54,60556278
Prada,PRA60S,501.3,Yes,No,Brass,Violet,54,95763337
Ray-Ban,Bain Bridge RB3735,219.6,No,No,Arista Gold,Brown Clear Gradient Glass  ,60,53461824
Ray-Ban,Old Aviator RB3825,219.6,No,No,Arista Gold,Brown Clear Gradient Glass  ,62,39743593
Oakley,Gascan,242.1,Yes,No,Matte Black and Cyan,Prizm Black Polarised,62,63053643
Valley,Tomahawk,280,Yes,No,Gloss Black with Gold Metal,Black Polarised,62,31478334
Ray-Ban,Round Metal RX3447V,201.6,No,Yes,Havana on Gold,Clear  ,53,12036954
Tiffany & Co.,TF2232U,460.8,No,Yes,Havana,Clear  ,53,84647244
Ray-Ban,RX7228,181.8,No,Yes,Matte Black,Clear  ,53,70850223
Ray-Ban,RB2210,196.2,No,No,Transparent Brown,Blue Glass,53,94730888
Michael Kors,Nice MK2213,219.6,Yes,No,Dark Tortoise,Brown Gradient,53,86146167
Oakley,Heliostat,242.1,No,No,Blue Steel,Prizm Sapphire Polarised,53,16986652
Ray-Ban,Leonard RX5393,201.6,No,Yes,Striped Beige,Clear  ,51,14901392
Oakley,Latch,217.8,Yes,No,Matte Black,Prizm Sapphire,51,31536583
Ray-Ban,RX7228,181.8,No,Yes,Black,Clear  ,53,20764733
Michael Kors,Malta MK2181U,166.5,No,No,Black,Dark Grey Gradient  ,55,21115668
Burberry,BE1386,355.5,No,Yes,Light Gold,Clear  ,55,52115749
Ray-Ban,RB3751,223.2,Yes,No,Copper,Green Silver Mirror Glass  ,58,38146569
Ray-Ban,RB3727D,232.2,No,No,Arista,Dark Green Polarised,58,55056685
Miu Miu,11WS,509.4,No,No,Honey Havana,Light Green,58,41741775
Prada,PR26ZS,561.6,No,No,Black,Violet,58,63406800
Ray-Ban,Frank RX3857V,201.6,No,Yes,Rose Gold,Clear,58,43494544
Oakley,BiSphaera,300.6,No,No,Matte Black,Prizm Deep Water Polarised,58,30104488
Miu Miu,MU54ZS,538.2,No,No,Pale Gold,Dark Grey,58,34546638
Prada Linea Rossa,PS03PV,324.9,No,Yes,Matte Black,Clear,58,22081599
Ray-Ban,Erika RX7046,169.2,No,Yes,Transparent Grey,Clear,58,97428978
Oakley,Holbrook,205.2,Yes,No,Matte Grenache,Prizm Dark Golf,58,41057668
Serengeti,Delio,413.1,Yes,No,Shiny Classic Havana,555nm Photochromic Polarised Glass,58,13582299
Persol,PO0714,406.8,No,No,Milky Plum,Dark Grey Glass,58,88605016
Ray-Ban,Bain Bridge RB3735,210.6,No,No,Black,Dark Grey Glass  ,60,20753343
Boss,1540/F/SK,319.5,No,No,Black Beige,Grey,60,50523635
Prada,PR15WS,440.1,Yes,No,Root Black,Dark Grey,60,31944388
GUCCI,GG1732SK,700,No,No,Havana,Brown,60,62434144
Oakley,Holbrook,268.2,No,No,Matte Crystal Black,Prizm Black Polarised,60,63516614
Versace,VE1284,329.4,No,Yes,Light Gold,Clear,60,25874334
Oakley,Holbrook (A),205.2,No,No,Matte Grenache,Prizm Dark Golf,60,80601971
Miu Miu,MU07YS,509.4,No,No,Honey Havana,Dark Brown,60,89865570
Persol,PO0649,389.7,Yes,No,Black,Blue Gradient Polarised Glass  ,54,43760885
Boss,1717/S,360,No,No,Black Striped White,Grey Gradient,54,52337293
Valley,Lafayette,260,Yes,No,Maple Tort with Gold Metal,Brown Gradient,54,90240892
Boss,1739/F/SK,360,No,No,Black,Grey,54,86770315
Versace,VE3339U,358.2,No,Yes,Black,Clear,54,72456881
Michael Kors,Nice MK2213,219.6,Yes,No,Amber Graphic Tortoise,Light Brown Gradient,54,80747507
Burberry,BE2405U,496.8,No,Yes,Bordeaux,Clear  ,51,17330398
Oakley,Heliostat,242.1,No,No,Matte Black,Prizm Sapphire Polarised,51,29618788
Oakley Youth,Capacitor,133,No,No,Matte Neon Orange,Prizm Ruby,51,45275520
Coach,HC8392U,215.9,Yes,No,Caramel Tortoise,Brown Gradient,51,80869494
Michael Kors,Bel Air MK2209U,166.5,Yes,No,Brown Transparent,Brown Mirror,51,62519067
Dolce & Gabbana,DG4446B,504.9,No,No,Black,Grey,51,15557034
Ray-Ban,RB3713D,205.2,Yes,No,Rose Gold,Violet Gradient Glass,51,91711963
Oakley,Latch,280.8,No,No,Matte Sepia,Prizm Black Mirror Polarised,51,71973283
Isabel Marant,IM 0185/G/S,414,No,No,Green,Green,51,55703542
Prada Linea Rossa,PS50PV,310.5,No,Yes,Grey Rubber,Clear,51,91943889
Valley,Lafayette,260,Yes,No,Gloss Black with Gold Metal,Black Gradient,51,87255387
Tiffany & Co.,TF2232U,460.8,No,Yes,Fired Brick,Clear  ,53,38931642
Oakley,HSTN,280.8,No,No,Black Ink,Prizm Black Polarised,53,63577055
Versace,VE3314,300.6,No,Yes,Black,Clear,53,87783305
Ray-Ban,Elliot RX5397,201.6,No,Yes,Grey Havana,Clear  ,50,15786791
Prada,PRA51S,592.2,No,No,Pale Gold,Brown Grey Gradient,50,29092534
Burberry,BE2409,355.5,No,Yes,Green Havana,Clear  ,53,27705233
Versace,VE3339U,358.2,No,Yes,Havana,Clear,53,76512214
Raen,Remmy 52,251.96,Yes,No,Crystal Clear,Blue Smoke Polarised,53,10369212
Prada,PRA50S,592.2,No,No,Gold,Dark Brown,53,95592804
Prada,PR19WV,352.8,No,Yes,Crystal Geranium,Clear,53,30029843
GUCCI,GG1664S,700,No,No,Black,Grey,53,76781640
Raen,Remmy 49 Small,251.96,No,No,Cambria,Green Polarised,53,14037748
Valley,Tomahawk,260,Yes,No,Crystal with Silver Metal,Black,53,17270036
Tiffany & Co.,TF2234B,490.5,No,Yes,Crystal,Clear  ,52,20448151
Miu Miu,MU56ZS,538.2,Yes,No,Gold,Light Purple Brown,52,14136857
Ray-Ban,RB3732,196.2,No,No,Black,Dark Grey Glass  ,56,32812458
Michael Kors,San Lucas MK2214U,219.6,Yes,No,Dark Tortoise,Brown Gradient,56,61866836
Arnette,Phoxer AN4338,126.9,No,No,Matte Recycled Black,Dark Grey Polarised,56,23147770
Raen,Remmy 52,251.96,No,No,Crystal Clear,Blue Smoke Polarised,56,15158865
Burberry,BE2408U,440.1,No,Yes,Dark Havana,Clear  ,53,34745474
Oakley,Hstn A,217.8,Yes,No,Matte Black and Duality Swirl,Prizm Black,53,35418459
Oakley,Heliostat,242.1,No,No,Transparent Poseidon,Prizm Deep Water Polarised,53,60689416
Burberry,BE2409,355.5,No,Yes,Dark Havana,Clear  ,53,23192991
Prada,PRA06S,561.6,No,No,Root Tortoise,Dark Brown,53,82472611
Isabel Marant,IM 0184/S,414,No,No,Havana,Grey,53,13934593
Oakley,Radar EV Path,333.9,Yes,No,Matte Grey Ink,Prizm Deep Water Polarised,53,53359789
Versace,VE3362U,340.2,No,Yes,Havana,Clear  ,53,46789405
Versace,VE3362U,340.2,No,Yes,Bordeux,Clear  ,53,59799021
Burberry,BE1381,326.7,No,Yes,Rose Gold,Clear  ,54,60337956
GUCCI,GG1703S,855,No,No,Gold,Brown,54,51816498
Raen,Wiley,251.96,Yes,No,Cambria,Green Polarised,54,96281158
Ray-Ban,Old Aviator RB3825,210.6,No,No,Arista Gold,Green Glass  ,58,47491499
Prada,PR09ZS,592.2,No,No,Black,Pink,58,48925745
Prada,PRA17S,664.2,No,No,Classic Tortoise,Green Polarised Glass  ,54,95267394
Miu Miu,01YS,509.4,No,No,Honey Havana,Dark Brown,54,98427031
Oakley,Radar EV Path,270.9,No,No,Matte Grey Ink,Prizm Trail Torch,54,96030073
Ray-Ban,RB3751,196.2,No,No,Gunmetal,Blue Glass  ,61,85370341
Raen,Remmy 52,251.96,No,No,Cambria,Green Polarised,61,49064908
Oakley,Overhead OX8060,161.1,No,Yes,Transparent Blue,Clear,61,70638511
Valley,Ritual,260,Yes,No,Smoky Quartz Fade with Gold Metal,Black Gradient,61,18474504
Ray-Ban,Old Aviator RB3825,273.6,No,No,Arista Gold,Green Polarised Glass  ,58,32309919
Michael Kors,CATALONIA MK1144B,253.8,Yes,No,Shiny Light Gold,Brown Gradient,58,24685823
Ray-Ban,Hexagonal Legend RB3548,219.6,No,No,Black,Grey Gradient Glass  ,54,66720393
Burberry,BE2406U,383.4,No,Yes,Green,Clear  ,52,44579874
Persol,PO3348V,431.1,No,Yes,Havana,Clear  ,53,98954965
Ray-Ban,Rob RX6472,201.6,No,Yes,Copper,Clear  ,50,34064314
Michael Kors,Karlie MK2170U,228.6,Yes,No,Black,Grey Gradient Polarised,50,65081276
Ray-Ban,Aviator RX6489,201.6,No,Yes,Rose Gold,Clear  ,55,70192073
Coach,HC8393U,215.9,Yes,No,Black,Grey Gradient,55,81101470
Prada,PR59ZV,494.1,No,Yes,Pale Gold,Clear,55,32354806
Michael Kors,Empire Square 3 MK3065J,225,No,Yes,Rose Gold and Pink Tortoise,Clear,55,33655554
Prada Linea Rossa,PSA50S,450.9,No,No,Silver,Grey Silver Mirror Gradient,55,51441366
Persol,PO3351V,346.5,No,Yes,Havana,Clear  ,52,53428882
Versace,VE4361,382.5,No,No,Nude Opal,Pink Grey Gradient Flash Silver,52,80045631
Tiffany & Co.,TF2232U,460.8,No,Yes,Black,Clear  ,53,62728231
Ray-Ban,Leonard RX5393,201.6,No,Yes,Black,Clear  ,51,83047441
Ray-Ban,RB2210,196.2,No,No,Black,Green Glass,51,96166584
Arnette,Bigflip AN4343,115.2,No,No,Transparent Blue,Blue Mirror,51,22276767
Michael Kors,Nice MK2213,255.6,Yes,No,Plum Graphic Tortoise,Cordovan Gradient,51,44395995
Versace,VE4361,382.5,Yes,No,Nude Opal,Pink Grey Gradient Flash Silver,51,56421151
Dolce & Gabbana,DG4416,334.8,Yes,No,Leopard,Dark Grey,51,89223477
Ray-Ban,New Clubmaster RX7216,214.2,No,Yes,Havana on Gold,Clear,51,51159689
Miu Miu,01YS,509.4,No,No,Honey Havana,Dark Brown,51,84821192
Ray-Ban,RB3746,219.6,Yes,No,Arista,Brown Clear Gradient Glass  ,56,34399546
Versace,VE3303,272.7,No,Yes,Transparent Grey,Clear,56,37945631
Ray-Ban,New Wayfarer RX5184,214.2,No,Yes,Black,Clear,56,86891916
Ray-Ban,Old Aviator RB3825,219.6,No,No,Arista Gold,Brown Clear Gradient Glass  ,58,11955031
Michael Kors,Flatiron MK2185BU,253.8,Yes,No,Black,Dark Grey Gradient  ,54,66273664
Ray-Ban,RB3751,196.2,No,No,Gunmetal,Dark Grey Glass  ,61,63694583
Ray-Ban,Old Aviator RB3825,273.6,No,No,Arista Gold,Green Polarised Glass  ,62,16840074
Ray-Ban,RB3749,219.6,No,No,Arista,Brown Clear Gradient Glass  ,55,89845486
Tiffany & Co.,TF2234B,490.5,No,Yes,Havana,Clear  ,54,93829631
Emporio Armani,EA4033,249.05,Yes,No,Matte Grey,Blue Gradient Polarised,54,74593037
Michael Kors,San Lucas MK2214U,219.6,Yes,No,Black,Dark Grey Gradient,54,73263379
Ray-Ban,Zena RX7330,169.2,No,Yes,Algae Green,Clear  ,52,94587352
Valley,Dylan Kain,260,Yes,No,Gloss Black with 24k. Gold Metal Trim,Black,52,11896870
Coach,HC8392U,215.9,Yes,No,Transparent Dusty Rose,Brown Pink Gradient,52,77334391
Ray-Ban,Round Metal RX3447V,201.6,No,Yes,Black on Rose Gold,Clear  ,50,46279798
GUCCI,GG1680S,555,No,No,Havana,Brown,50,87350913
Versace,VE3338,358.2,No,Yes,Transparent Violet,Clear,50,37624787
Ray-Ban,Emy RX6541,169.2,No,Yes,Gold,Clear  ,58,13614839
Michael Kors,Asheville MK2210U,166.5,Yes,No,Brown Transparent,Brown Mirror,58,86403146
Valley,Ritual,260,Yes,No,Sienna Tort with Gold Metal,Brown Gradient,58,28867392
Ray-Ban,RB4435,259.2,Yes,No,Black,Green Polarised Glass  ,59,54813194
Burberry,BE2408U,440.1,No,Yes,Grey,Clear  ,53,98745066
Oakley,Feedback,240.3,No,No,Satin Grenache,Prizm Black Gradient,53,75848765
Coach,HC8391U,179.35,Yes,No,Milky Cloud,Brown Gradient,53,53439520
Versace,VE3313,286.2,No,Yes,Havana,Clear,53,27993415
Prada Linea Rossa,PS06PV,324.9,No,Yes,Crystal Blue,Clear,53,73065601
Ray-Ban,Round Metal RX3447V,201.6,No,Yes,Gold,Clear  ,53,41320763
Versace,VE1284,329.4,No,Yes,Light Gold Havana,Clear,53,22866092
Prada Linea Rossa,PS04NV,268.2,No,Yes,Grey Transparent Rubber,Clear,53,95218622
Oakley,Holbrook,187.2,No,No,Matte Black and Blue Aurora,Prizm Grey,53,78979244
Boss,1724/S,360,No,No,Black Gold,Dark Grey Gradient,53,34564031
Valley,Tomahawk,260,Yes,No,Dark Champagne with Gold Metal,Black,53,32455759
Ray-Ban,RB3751,196.2,Yes,No,Gunmetal,Blue Glass  ,58,47658716
Emporio Armani,EA4223U,206.55,Yes,No,Matte Blue,Dark Blue,58,40657234
Emporio Armani,EA4226D,192.1,Yes,No,Shiny Blue,Dark Blue,58,11733670
Ray-Ban,Old Aviator RB3825,291.6,No,No,Gunmetal,Blue Gradient Polarised Glass  ,58,77122394
Miu Miu,05VV,438.3,No,Yes,Black,Clear  ,55,63817703
Prada,PRA08V,494.1,No,Yes,Matte Black,Clear  ,54,96224516
Michael Kors,Malta MK2181U,166.5,Yes,No,Black,Dark Grey Gradient  ,55,61578064
Burberry,BE1381,326.7,No,Yes,Lilac,Clear  ,54,13228405
Ray-Ban,Erika RX7046,142.2,No,Yes,Havana,Clear,54,54385880
Miu Miu,MU56ZS,538.2,No,No,Gold,Light Purple Brown,54,29471047
Michael Kors,Georgetown MK4105BU,225,No,Yes,Transparent Clear,Clear  ,52,43338379
Prada,PR26ZS,561.6,Yes,No,Root Tortoise,Light Brown,52,13619038
Ray-Ban,RB3751,196.2,Yes,No,Gunmetal,Dark Grey Glass  ,58,56290388
Persol,PO3310S,415.8,Yes,No,Smoke,Black Polarised Glass  ,54,76997565
Ray-Ban,Emy RX6541,169.2,No,Yes,Black,Clear  ,58,28282842
Ray-Ban,Aviator RX6489,201.6,No,Yes,Gunmetal,Clear  ,55,45958573
Oakley,Metalink OX8153,237.6,No,Yes,Satin Black and Green,Clear  ,55,12720953
Ray-Ban,Jim RB3694,219.6,Yes,No,Black on Arista,Vintage Blue Black Gradient Glass  ,55,24351487
Oakley,Radar EV Path,252.9,No,No,Matte Lilac,Prizm Slate,55,36413677
Burberry,BE2406U,383.4,No,Yes,Red Check,Clear  ,52,28205238
Ray-Ban,Emy RX6541,169.2,No,Yes,Silver,Clear  ,58,92513050
Ray-Ban,Wayfarer Way RB2241,210.6,No,No,Havana,Dark Grey Glass  ,54,84973196
Dolce & Gabbana,DG4416,334.8,No,No,Black,Grey,54,55670055
Coach,HC8392U,215.9,Yes,No,Black,Grey Gradient,54,43136217
Ray-Ban,RB3732,196.2,No,No,Arista Gold,Green Glass  ,56,50979155
Serengeti,Shelton,449.1,Yes,No,Shiny Dark Gunmetal,555nm Photochromic Polarised Glass,56,91916908
Ray-Ban,RB2210,196.2,No,No,Transparent Green,Dark Grey Glass,56,68735288
Persol,PO3351V,346.5,No,Yes,Miele,Clear  ,52,39210843
Prada,PRA09S,592.2,No,No,Cognac Tortoise,Brown Gradient,52,38892125
Oakley Youth,Capacitor,133,No,No,Polished Sapphire,Prizm Golf,52,93033102
Valley,Orb,260,Yes,No,Matte Silver Japanese Titanium,Black,52,47499363
Burberry,BE2405U,496.8,No,Yes,Dark Havana,Clear  ,51,25376754
Valley,Ritual,260,Yes,No,Gloss Black with Silver Metal,Orange Gradient,51,84946058
Ray-Ban,RB3749,210.6,Yes,No,Arista,Green Glass  ,55,32301501
Ray-Ban,Rob RX6472,201.6,No,Yes,Gold,Clear  ,50,94138458
Prada,PRA01V,352.8,No,Yes,Black,Clear  ,55,16755751
Ray-Ban,RB3751,196.2,No,No,Gunmetal,Blue Glass  ,58,27382444
Michael Kors,Sanya MK1157D,173.7,Yes,No,Shiny Light Gold,Grey,58,42922551
Valley,Tomahawk,260,No,No,Dark Champagne with Gold Metal,Black,58,86218773
Ray-Ban,RB3746,210.6,Yes,No,Arista,Green Glass  ,56,88620152
Prada,PR09YV,438.3,No,Yes,Tortoise,Clear,56,48376464
Oakley,Holbrook,187.2,Yes,No,Matte Black and Blue Aurora,Prizm Grey,56,69530893
GUCCI,GG1719S,495,No,No,Black,Grey,56,15304140
Oakley Youth,Capacitor,133,Yes,No,Matte Neon Orange,Prizm Ruby,56,98145877
Ray-Ban,Aviator RX6489,201.6,No,Yes,Black,Clear  ,55,17449683
Oakley,Latch,217.8,No,No,Matte Black,Prizm Sapphire,55,90963365
Oakley,HSTN,217.8,No,No,Matte Black Ink,Prizm Black,55,12858273
Oakley,Port Bow OX8164,174.6,No,Yes,Polished Transparent Sepia,Clear  ,55,67864442
Ray-Ban,Emy RB3741,204.3,No,No,Silver,Dark Green Polarised  ,59,91117333
Burberry,BE1386,355.5,No,Yes,Silver,Clear  ,55,17477648
Oakley,Cables,161.1,No,No,Matte Olive Ink,Prizm Bronze,55,47367292
Prada Linea Rossa,PS03PV,324.9,No,Yes,Black and Yellow,Clear,55,43049481
Valley,Tomahawk,260,No,No,Gloss Black with Gold Metal,Black,55,17282451
Persol,PO3235S,415.8,No,No,Miele,Blue Gradient Polarised Glass,55,68529971
Michael Kors,San Lucas MK2214U,219.6,Yes,No,Plum Graphic Tortoise,Cordovan Gradient,55,28892415
Prada,PR56ZV,409.5,No,Yes,Pink Gold,Clear,55,62222922
Tiffany & Co.,TF2232U,460.8,No,Yes,Cloud Pink,Clear  ,55,29384464
Ray-Ban,RB3749,219.6,Yes,No,Black,Grey Gradient Glass  ,55,86279096
Prada,PR01ZVD,352.8,No,Yes,Smoke Crystal Silver,Clear,55,36424893
Prada Linea Rossa,PS06PV,324.9,No,Yes,Black,Clear,55,25839479
Coach,HC8395F,201.45,Yes,No,Amethyst Pink Gradient,Purple Gradient,55,68796712
Ray-Ban,New Clubmaster RX7216,214.2,No,Yes,Blue on Gunmetal,Clear,55,77541021
Ray-Ban,New Wayfarer Classic RB2132,187.2,No,No,Rubber Havana,Dark Grey Glass  ,55,11261942
Oakley,Overhead OX8060,161.1,No,Yes,Matte Olive Ink,Clear,55,47996211
Ray-Ban,Jim RB3694,219.6,No,No,Havana on Gunmetal,Vintage Brown Black Gradient Glass  ,55,96543061
Ray-Ban,Jim RB3694,219.6,No,No,Black on Arista,Vintage Blue Black Gradient Glass  ,55,39926225
Ray-Ban,RX7228,181.8,No,Yes,Havana,Clear  ,53,91759844
Ray-Ban,RB3713D,196.2,No,No,Black,Dark Grey Glass,53,34222754
Prada,PRA09S,592.2,No,No,Root Tortoise,Grey,53,41905800
Oakley Youth,Capacitor,133,No,No,Polished Stonewash,Prizm Road,53,27458124
Ray-Ban,RB3713D,196.2,Yes,No,Black,Dark Grey Glass,53,89804398
Michael Kors,Flatiron MK2185BU,253.8,Yes,No,Dark Tortoise,Brown Gradient  ,54,77471253
Oakley,Hstn A,217.8,No,No,Matte Black and Duality Swirl,Prizm Black,54,18539210
GUCCI,GG1663S,675,No,No,Black,Grey,54,79803110
Ray-Ban,Old Aviator RB3825,219.6,No,No,Silver,Blue Clear Gradient Glass  ,58,12883477
Oakley,Holbrook XL,268.2,No,No,Matte Cyan and Blue Colorshift,Prizm Black Polarised,58,99846151
Ray-Ban,Elliot RX5397,201.6,No,Yes,Yellow and Blue Havana,Clear  ,50,42609843
Oakley,HSTN,307.8,No,No,Navy and Trans Blue,Prizm ,59,31844442
Miu Miu,MU56ZS,538.2,No,No,Gold,Light Purple Brown,59,56737350
GUCCI,GG1664S,700,No,No,Havana,Brown,59,63696904
Ray-Ban,Aviator RX6489,201.6,No,Yes,Rose Gold,Clear  ,58,67734385
Miu Miu,11WS,509.4,No,No,Honey Havana,Light Purple Brown,58,86466117
Tiffany & Co.,TF2236D,460.8,No,Yes,Black on Crystal Tiffany Blue,Clear  ,48,91289871
Versace,VE3339U,358.2,No,Yes,Opal Grey,Clear,48,67932031
Coach,HC8393U,215.9,Yes,No,Transparent Dusty Rose,Brown Pink Gradient,48,73803539
Oakley,BiSphaera,300.6,No,No,Matte Grey Camo,Prizm Sapphire Mirror Polarised,48,44919796
Oakley,Frogskins Range,217.8,No,No,Celeste,Prizm Black Mirror,48,97070219
Prada,PRA51S,592.2,No,No,Silver,Grey Gradient,48,62461296
Oakley,BiSphaera,237.6,No,No,Matte Carbon,Prizm Dark Golf Mirror,48,21400529
Ray-Ban,Wayfarer Way RB2241,273.6,No,No,Striped Havana,Green Polarised Glass  ,54,86411538
Miu Miu,01YS,509.4,Yes,No,Honey Havana,Dark Brown,54,19737001
Prada,PR56ZV,409.5,No,Yes,Silver,Clear,54,29033506
Ray-Ban,Bain Bridge RB3735,273.6,No,No,Arista Gold,Green Polarised Glass  ,57,81974362
Ray-Ban,RB3749,219.6,Yes,No,Arista,Brown Clear Gradient Glass  ,55,33797495
Ray-Ban,RB3749,219.6,No,No,Black,Grey Gradient Glass  ,55,28510318
Prada,PR01ZVD,352.8,No,Yes,Black,Clear,55,94122926
Prada,PRA01V,352.8,No,Yes,Havana,Clear  ,55,70460611
Burberry,BE2406U,383.4,No,Yes,Brown,Clear  ,52,89242813
Prada,PRA06S,561.6,Yes,No,Transparent Dark Grey,Dark Grey,52,89565777
Prada,PRA06SF,561.6,Yes,No,Root Tortoise,Dark Brown,52,29301035
Prada,PR65ZS,440.1,Yes,No,Pale Gold,Dark Green,52,88837333
Versace,VE3326U,286.2,No,Yes,Black,Clear,52,40896420
Prada,PR65ZS,440.1,Yes,No,Pale Gold,Light Purple Brown,52,38253768
Prada Linea Rossa,PSA50S,450.9,No,No,Gunmetal,Grey Gradient,52,20059471
Prada,PR08ZV,494.1,No,Yes,Black,Clear,52,26858245
Coach,HC8391U,179.35,Yes,No,Caramel Tortoise,Brown,52,14121557
Ray-Ban,Frank RX3857V,201.6,No,Yes,Silver,Clear,52,35245781
Oakley,Holbrook,268.2,Yes,No,Matte Crystal Black,Prizm Black Polarised,52,61535842
Ray-Ban,RB3751,223.2,No,No,Copper,Green Silver Mirror Glass  ,61,67084262
Oakley,Castel,205.2,No,No,Matte Silver and Blue Colourshift,Prizm Sapphire,61,91612887
Emporio Armani,EA4058,264.35,Yes,No,Matte Green,Dark Green Polarised,61,39924653
Ray-Ban,RB3713D,233.1,Yes,No,Arista,Dark Green Glass Polarised,61,30121497
Ray-Ban,Elliot RX5397,201.6,No,Yes,Black,Clear  ,50,27375894
Michael Kors,Dupont MK2184U,202.5,Yes,No,Transparent Brown,Brown Gradient Polarised  ,58,85185623
Versace,VE3331U,313.2,No,Yes,Havana,Clear,58,80127766
Ray-Ban,RB3749,210.6,No,No,Arista,Green Glass  ,55,28393826
Michael Kors,Bel Air MK2209U,166.5,Yes,No,Black,Dark Grey,55,60002930
Miu Miu,MU11ZS,509.4,No,No,Honey Havana,Light Purple Brown,55,33033499
Ray-Ban,Mr Burbank RX5383,214.2,No,Yes,Havana on Transparent,Clear,55,43358525
Prada,PRA08V,494.1,No,Yes,Black,Clear  ,54,46570267
Oakley,Holbrook (A),205.2,Yes,No,Matte Grenache,Prizm Dark Golf,54,23071893
Oakley,Thurso,258.3,No,No,Matte Grenache,Prizm Dark Golf,54,92975538
Isabel Marant,IM 0184/S,414,No,No,Black,Grey,54,26118091
Prada,PR18ZV,494.1,No,Yes,Matte Black,Clear,54,13172419
Prada,PR23YS,531.9,Yes,No,Black,Light Brown,54,11596875
Ray-Ban,RB2210,196.2,No,No,Havana,Green Glass,54,35996809
Serengeti,Lenwood,413.1,No,No,Shiny Classic Havana,555nm Photochromic Polarised Glass,54,13281078
Oakley,Nxtlvl OX8028,225.9,No,Yes,Matte Dark Silver Blue Colourshift,Clear,54,28437534
Ray-Ban,Old Aviator RB3825,210.6,No,No,Black,Dark Grey Glass  ,62,69019632
Ray-Ban,RB2210,259.2,No,No,Havana,Brown Polarised Glass,62,67278747
Emporio Armani,EA2155,221.85,Yes,No,Matte Black,Dark Grey,62,66283263
Emporio Armani,EA4227U,249.05,Yes,No,Shiny Black,Dark Grey Polarised,62,25976331
Prada,PR59ZV,494.1,No,Yes,Gold,Clear,62,43188945
Prada,PR62YVD,503.1,No,Yes,Cerise and Pink Gold,Clear,62,29280487
Versace,VE4402,598.5,Yes,No,Black,Dark Grey,62,81312931
Valley,Bang,260,No,No,Transparent Mocha with Rose Gold Metal Trim,Brown,62,35813480
Prada,PRA06S,561.6,Yes,No,Root Tortoise,Dark Brown,62,20283780
Boss,1722/G/S,306,No,No,Black,Dark Grey Gradient,62,93539350
Ray-Ban,Hexagonal Legend RB3548,219.6,Yes,No,Black,Grey Gradient Glass  ,54,28011808
Prada Linea Rossa,PS07PV,324.9,No,Yes,Crystal,Clear,54,56509792
Prada,PR09YV,438.3,No,Yes,Havana,Clear,54,65641839
Oakley,Frogskins Range,244.8,No,No,Matte Black and Matte Grey,Prizm Road,54,35254776
Michael Kors,Dubai MK2211U,166.5,Yes,No,Blue Transparent,Dark Grey,54,78654657
Prada Linea Rossa,PSA51S,450.9,No,No,Matte Champagne,Silver Mirror,54,86658770
Miu Miu,MU07YS,509.4,No,No,Transparent Mauve,Light Purple Brown,54,93054830
Prada Linea Rossa,PS50PV,381.6,No,Yes,Rubber Blue,Clear,54,69619267
Miu Miu,MU11ZS,509.4,No,No,Mahogany Havana,Grey,54,10642439
Boss,1722/G/S,306,No,No,Havana,Green,54,47078851
Oakley Youth,Capacitor,133,No,No,Polished Retina Burn,Prizm Ruby,54,11751384
Miu Miu,MU14ZS,538.2,No,No,Transparent Mauve,Light Purple Brown,54,12825509
Ray-Ban,Bain Bridge RB3735,210.6,No,No,Arista Gold,Green Glass  ,57,59612289
